id,month,year,region,population,pulmonary_tuberculosis,other_tuberculosis,typhoid,diptheria_and_croup,diptheria,croup,scarlet_fever,measles,whooping_cough,pneumonia,diarrhea_and_enteritis,diarrhea_under_five,cerebro_spinal_fever,polio,influenza,septicemia,cancer,external_causes,violence,smallpox
648,11,1921,class_4_cities,183202,14,2,4,7,...,...,0,0,0,11,3,...,0,0,1,0,18,14,...,0
649,11,1921,class_5_cities,132593,12,1,2,11,...,...,1,0,0,10,1,...,0,0,2,1,15,11,...,0
650,12,1921,indiana,2930544,178,27,22,96,...,...,12,1,7,277,37,...,3,2,32,11,197,197,...,3
651,12,1921,northern_counties,1055563,56,10,5,22,...,...,7,1,4,109,15,...,1,0,3,4,75,67,...,2
652,12,1921,central_counties,1217831,74,12,9,35,...,...,4,0,2,117,14,...,2,1,22,4,90,88,...,1
653,12,1921,southern_counties,657150,48,5,8,39,...,...,1,0,1,51,8,...,0,1,7,3,32,42,...,0
654,12,1921,urban,1304468,86,16,6,43,...,...,4,0,5,138,24,...,3,1,18,5,99,110,...,0
655,12,1921,rural,1626076,92,11,16,53,...,...,8,1,2,139,13,...,0,1,14,6,98,87,...,3
656,12,1921,class_1_cities,314194,21,3,3,13,...,...,1,0,0,42,8,...,1,0,7,1,25,28,...,0
657,12,1921,class_2_cities,364257,24,4,0,10,...,...,0,0,0,36,6,...,0,0,5,1,26,36,...,0
658,12,1921,class_3_cities,310222,19,2,0,10,...,...,2,0,4,26,6,...,2,0,4,2,25,27,...,0
659,12,1921,class_4_cities,183202,12,4,2,5,...,...,1,0,1,23,1,...,0,1,1,1,10,9,...,0
660,12,1921,class_5_cities,132593,10,3,1,5,...,...,0,0,0,11,3,...,0,0,1,0,13,10,...,0
661,1,1913,indiana,2757710,299,56,26,66,...,...,13,26,27,430,37,...,1,3,166,23,186,175,...,0
662,1,1913,northern_counties,950039,86,18,8,18,...,...,6,16,13,153,21,...,1,2,44,5,66,68,...,0
663,1,1913,central_counties,1139717,120,25,10,24,...,...,3,3,10,179,10,...,0,1,86,13,82,74,...,0
664,1,1913,southern_counties,667954,93,13,8,24,...,...,4,7,4,98,6,...,0,0,36,5,38,33,...,0
665,1,1913,urban,1209371,139,31,14,27,...,...,8,18,15,197,25,...,1,0,62,10,95,88,...,0
666,1,1913,rural,1548339,160,25,12,39,...,...,5,8,12,233,12,...,0,3,104,13,91,87,...,0
667,1,1913,class_1_cities,246546,23,8,1,4,...,...,0,0,1,43,4,...,0,0,11,3,27,21,...,0
668,1,1913,class_2_cities,260199,31,7,4,4,...,...,3,1,8,36,2,...,0,0,4,2,17,15,...,0
669,1,1913,class_3_cities,134430,13,1,1,2,...,...,3,2,1,17,1,...,0,0,10,0,13,15,...,0
670,1,1913,class_4_cities,230164,20,6,6,11,...,...,1,9,4,55,14,...,1,0,14,1,13,25,...,0
671,1,1913,class_5_cities,338032,52,9,2,6,...,...,1,6,1,46,4,...,0,0,23,4,25,12,...,0
672,2,1913,indiana,2757710,280,47,25,48,...,...,24,52,48,389,34,...,0,3,93,15,168,169,...,0
673,2,1913,northern_counties,950039,72,9,11,9,...,...,13,30,22,155,21,...,0,2,29,5,64,57,...,0
674,2,1913,central_counties,1139717,119,26,10,22,...,...,7,11,16,131,9,...,0,1,33,7,68,75,...,0
675,2,1913,southern_counties,667954,89,12,4,17,...,...,4,11,10,103,4,...,0,0,31,3,36,37,...,0
676,2,1913,urban,1209371,121,24,12,19,...,...,15,21,33,186,20,...,0,2,32,9,79,103,...,0
677,2,1913,rural,1548339,159,23,13,29,...,...,9,31,15,203,14,...,0,1,61,6,89,66,...,0
678,2,1913,class_1_cities,246546,28,4,1,6,...,...,0,0,3,33,2,...,0,0,5,1,20,20,...,0
679,2,1913,class_2_cities,260199,27,7,2,4,...,...,5,2,12,38,3,...,0,0,6,1,17,32,...,0
680,2,1913,class_3_cities,134430,17,4,3,0,...,...,0,1,5,12,2,...,0,0,2,3,9,11,...,0
681,2,1913,class_4_cities,230164,18,4,4,5,...,...,3,14,5,58,6,...,0,1,5,3,16,20,...,0
682,2,1913,class_5_cities,338032,31,5,2,4,...,...,7,4,8,45,7,...,0,1,14,1,17,20,...,0
683,3,1913,indiana,2757710,360,60,27,24,...,...,38,84,46,444,52,...,4,3,98,19,183,240,...,1
684,3,1913,northern_counties,950039,89,21,8,6,...,...,23,32,21,171,33,...,1,0,30,9,63,85,...,0
685,3,1913,central_counties,1139717,174,24,9,6,...,...,12,23,11,170,8,...,0,2,44,6,86,119,...,0
686,3,1913,southern_counties,667954,97,15,10,12,...,...,3,29,14,103,11,...,3,1,24,4,34,36,...,1
687,3,1913,urban,1209371,189,27,13,14,...,...,25,38,26,194,39,...,1,0,44,7,82,145,...,1
688,3,1913,rural,1548339,171,33,14,10,...,...,13,46,20,250,13,...,3,3,54,12,101,95,...,0
689,3,1913,class_1_cities,246546,63,6,2,1,...,...,1,2,2,46,5,...,0,0,5,1,14,30,...,0
690,3,1913,class_2_cities,260199,35,8,5,3,...,...,4,6,5,40,11,...,0,0,7,2,18,45,...,0
691,3,1913,class_3_cities,134430,11,3,1,0,...,...,4,2,3,12,6,...,0,0,6,2,13,12,...,0
692,3,1913,class_4_cities,230164,39,4,1,5,...,...,11,13,9,52,13,...,0,0,6,1,16,21,...,0
693,3,1913,class_5_cities,338032,41,6,4,5,...,...,5,15,7,44,4,...,1,0,20,1,21,37,...,1
694,4,1913,indiana,2769710,335,48,27,23,...,...,24,83,47,265,60,...,1,2,46,9,159,228,...,0
695,4,1913,northern_counties,962039,90,13,11,8,...,...,16,29,22,92,35,...,0,1,16,1,58,87,...,0
696,4,1913,central_counties,1139717,144,19,10,9,...,...,5,28,19,96,16,...,0,0,15,6,76,87,...,0
697,4,1913,southern_counties,667954,101,16,6,6,...,...,3,26,6,77,9,...,1,1,15,2,25,54,...,0
698,4,1913,urban,1221371,170,25,14,12,...,...,17,63,28,140,46,...,1,0,15,5,71,131,...,0
699,4,1913,rural,1548339,165,23,13,11,...,...,7,20,19,125,14,...,0,2,31,4,88,97,...,0
700,4,1913,class_1_cities,246546,53,5,1,4,...,...,1,1,7,30,6,...,0,0,0,1,13,26,...,0
701,4,1913,class_2_cities,260199,32,1,3,1,...,...,8,20,3,19,3,...,1,0,3,1,14,27,...,0
702,4,1913,class_3_cities,165232,21,6,3,0,...,...,4,6,5,22,10,...,0,0,2,1,7,28,...,0
703,4,1913,class_4_cities,211362,23,2,5,2,...,...,3,15,5,35,20,...,0,0,2,2,14,23,...,0
704,4,1913,class_5_cities,338032,41,11,2,5,...,...,1,21,8,34,7,...,0,0,8,0,23,27,...,0
705,5,1913,indiana,2769710,317,67,32,30,...,...,20,91,41,182,46,...,4,3,26,17,194,212,...,0
706,5,1913,northern_counties,962039,79,24,18,8,...,...,8,34,16,85,25,...,1,0,8,4,72,83,...,0
707,5,1913,central_counties,1139717,141,28,11,15,...,...,8,29,19,66,11,...,0,2,10,7,84,83,...,0
708,5,1913,southern_counties,667954,97,15,3,7,...,...,4,28,6,31,10,...,3,1,8,6,38,46,...,0
709,5,1913,urban,1221371,174,27,19,19,...,...,17,44,26,121,34,...,2,0,13,8,77,112,...,0
710,5,1913,rural,1548339,143,40,13,11,...,...,3,47,15,61,12,...,2,3,13,9,117,100,...,0
711,5,1913,class_1_cities,246546,51,9,3,10,...,...,4,7,7,26,2,...,0,0,2,3,10,15,...,0
712,5,1913,class_2_cities,260199,28,4,4,1,...,...,4,6,3,26,4,...,2,0,1,1,14,30,...,0
713,5,1913,class_3_cities,165232,29,4,3,3,...,...,4,2,5,17,8,...,0,0,1,2,12,25,...,0
714,5,1913,class_4_cities,211362,28,4,5,3,...,...,3,20,5,30,12,...,0,0,1,1,10,26,...,0
715,5,1913,class_5_cities,338032,38,6,4,2,...,...,2,9,6,22,8,...,0,0,8,1,31,16,...,0
716,6,1913,indiana,2769710,289,49,25,21,...,...,16,49,34,83,106,...,0,0,8,20,166,301,...,1
717,6,1913,northern_counties,962039,73,12,7,7,...,...,7,24,7,36,37,...,0,0,1,6,63,132,...,1
718,6,1913,central_counties,1139717,142,24,9,7,...,...,9,15,19,32,26,...,0,0,4,9,65,119,...,0
719,6,1913,southern_counties,667954,74,13,9,7,...,...,0,10,8,15,43,...,0,0,3,5,38,50,...,0
720,6,1913,urban,1221371,174,20,15,14,...,...,12,30,15,59,56,...,0,0,5,14,90,160,...,0
721,6,1913,rural,1548339,115,29,10,7,...,...,4,19,19,24,50,...,0,0,3,6,76,141,...,0
722,6,1913,class_1_cities,246546,45,6,3,1,...,...,3,3,4,16,6,...,0,0,2,3,18,36,...,0
723,6,1913,class_2_cities,260199,35,2,4,7,...,...,5,9,0,14,16,...,0,0,0,1,17,33,...,0
724,6,1913,class_3_cities,165232,21,2,1,1,...,...,1,1,4,8,12,...,0,0,2,2,7,27,...,0
725,6,1913,class_4_cities,211362,25,0,5,1,...,...,3,7,0,13,8,...,0,0,0,4,14,28,...,0
726,6,1913,class_5_cities,338032,48,10,2,4,...,...,0,10,7,8,14,...,0,0,1,4,34,36,...,0
727,7,1913,indiana,2769710,268,52,47,20,...,...,4,16,32,80,329,...,0,8,4,15,188,328,...,1
728,7,1913,northern_counties,962039,52,12,12,9,...,...,2,8,8,22,110,...,0,2,3,5,68,121,...,0
729,7,1913,central_counties,1139717,132,24,11,7,...,...,2,5,12,37,121,...,0,2,1,7,70,125,...,0
730,7,1913,southern_counties,667954,84,16,24,4,...,...,0,3,12,21,98,...,0,4,0,3,50,82,...,1
731,7,1913,urban,1221371,124,30,22,11,...,...,3,13,23,44,202,...,0,3,1,8,83,189,...,1
732,7,1913,rural,1548339,144,22,25,9,...,...,1,3,9,36,127,...,0,5,3,7,105,139,...,0
733,7,1913,class_1_cities,246546,37,6,3,0,...,...,1,3,6,12,29,...,0,1,0,1,15,38,...,0
734,7,1913,class_2_cities,260199,21,6,5,4,...,...,0,1,2,7,39,...,0,0,0,2,13,42,...,0
735,7,1913,class_3_cities,165232,21,4,5,1,...,...,2,3,7,6,47,...,0,0,0,1,9,28,...,0
736,7,1913,class_4_cities,211362,12,1,4,5,...,...,0,4,1,7,41,...,0,1,1,2,11,35,...,1
737,7,1913,class_5_cities,338032,33,13,5,1,...,...,0,2,7,12,46,...,0,1,0,2,35,46,...,0
738,8,1913,indiana,2769710,242,81,112,36,...,...,6,10,30,54,405,...,4,6,2,16,193,320,...,0
739,8,1913,northern_counties,962039,72,17,28,19,...,...,3,1,11,14,182,...,2,1,0,4,63,115,...,0
740,8,1913,central_counties,1139717,106,41,41,10,...,...,2,4,10,28,140,...,0,4,2,9,92,133,...,0
741,8,1913,southern_counties,667954,64,23,43,7,...,...,1,5,9,12,83,...,2,1,0,3,38,72,...,0
742,8,1913,urban,1221371,107,52,47,21,...,...,3,5,19,30,270,...,3,2,1,11,101,171,...,0
743,8,1913,rural,1548339,135,29,65,15,...,...,3,5,11,24,135,...,1,4,1,5,92,149,...,0
744,8,1913,class_1_cities,246546,23,14,14,2,...,...,0,2,4,9,32,...,0,1,1,3,23,39,...,0
745,8,1913,class_2_cities,260199,16,7,8,6,...,...,2,1,7,4,57,...,1,1,0,1,23,34,...,0
746,8,1913,class_3_cities,165232,13,9,5,1,...,...,0,0,5,3,60,...,0,0,0,1,12,33,...,0
747,8,1913,class_4_cities,211362,25,6,4,7,...,...,0,0,1,8,69,...,0,0,0,4,11,36,...,0
748,8,1913,class_5_cities,338032,30,16,16,5,...,...,1,2,2,6,52,...,2,0,0,2,32,29,...,0
749,9,1913,indiana,2769710,227,48,106,45,...,...,8,2,19,72,316,...,3,5,4,13,200,238,...,0
750,9,1913,northern_counties,962039,57,14,26,19,...,...,6,0,6,26,153,...,1,1,0,3,71,73,...,0
751,9,1913,central_counties,1139717,108,23,47,11,...,...,1,1,5,28,98,...,0,3,4,7,84,107,...,0
752,9,1913,southern_counties,667954,62,11,33,15,...,...,1,1,8,18,65,...,2,1,0,3,45,58,...,0
753,9,1913,urban,1221371,100,28,43,20,...,...,5,0,8,47,188,...,1,4,1,4,97,141,...,0
754,9,1913,rural,1548339,127,20,63,25,...,...,3,2,11,25,128,...,2,1,3,9,103,97,...,0
755,9,1913,class_1_cities,246546,31,10,9,1,...,...,1,0,0,14,11,...,0,1,0,0,21,33,...,0
756,9,1913,class_2_cities,260199,16,4,7,5,...,...,1,0,1,8,32,...,0,1,0,2,17,39,...,0
757,9,1913,class_3_cities,165232,8,3,8,1,...,...,0,0,3,12,40,...,0,0,0,1,13,22,...,0
758,9,1913,class_4_cities,211362,13,6,5,6,...,...,3,0,0,4,61,...,0,0,0,0,19,15,...,0
759,9,1913,class_5_cities,338032,32,5,14,7,...,...,0,0,3,9,45,...,1,1,1,1,27,32,...,0
760,10,1913,indiana,2769710,219,61,126,61,...,...,11,2,10,121,232,...,1,4,6,7,172,218,...,3
761,10,1913,northern_counties,962039,58,19,41,13,...,...,5,1,4,44,77,...,0,3,2,2,64,72,...,3
762,10,1913,central_counties,1139717,103,29,48,30,...,...,3,0,2,49,87,...,0,0,4,2,77,100,...,0
763,10,1913,southern_counties,667954,58,13,37,18,...,...,3,1,4,28,68,...,1,1,0,3,31,46,...,0
764,10,1913,urban,1221371,100,31,62,28,...,...,5,1,7,61,132,...,1,3,2,5,93,125,...,1
765,10,1913,rural,1548339,119,30,64,33,...,...,6,1,3,60,100,...,0,1,4,2,79,93,...,2
766,10,1913,class_1_cities,246546,32,7,10,5,...,...,1,0,1,13,17,...,0,0,0,1,21,29,...,0
767,10,1913,class_2_cities,260199,15,9,12,5,...,...,2,0,1,10,20,...,0,2,0,1,21,19,...,0
768,10,1913,class_3_cities,165232,9,7,11,3,...,...,0,1,1,10,26,...,0,0,0,0,9,23,...,0
769,10,1913,class_4_cities,211362,12,5,11,4,...,...,1,0,3,12,29,...,0,0,1,2,15,22,...,1
770,10,1913,class_5_cities,338032,32,3,18,11,...,...,1,0,1,16,40,...,1,1,1,1,27,32,...,0
771,11,1913,indiana,2769710,236,50,80,72,...,...,13,3,14,185,78,...,2,2,16,13,165,230,...,4
772,11,1913,northern_counties,962039,58,15,28,21,...,...,6,2,7,53,32,...,1,0,2,5,59,89,...,3
773,11,1913,central_counties,1139717,107,24,24,32,...,...,2,1,3,81,21,...,0,2,7,5,69,87,...,0
774,11,1913,southern_counties,667954,71,11,28,19,...,...,5,0,4,51,25,...,1,0,7,3,37,54,...,1
775,11,1913,urban,1221371,133,23,42,41,...,...,5,3,6,112,49,...,0,1,10,8,88,132,...,2
776,11,1913,rural,1548339,103,27,38,31,...,...,8,0,8,73,29,...,2,1,6,5,77,98,...,2
777,11,1913,class_1_cities,246546,47,11,8,9,...,...,1,0,1,28,3,...,0,0,0,1,22,32,...,0
778,11,1913,class_2_cities,260199,27,2,9,11,...,...,1,1,1,27,9,...,0,0,1,1,18,25,...,2
779,11,1913,class_3_cities,165232,13,2,2,3,...,...,0,2,1,17,6,...,0,1,5,2,6,21,...,0
780,11,1913,class_4_cities,211362,17,4,12,7,...,...,1,0,1,19,19,...,0,0,0,1,15,24,...,0
781,11,1913,class_5_cities,338032,29,4,11,11,...,...,2,0,2,21,12,...,0,0,4,3,27,30,...,0
782,12,1913,indiana,2769710,266,36,60,50,...,...,13,9,14,238,49,...,0,0,21,16,142,209,...,0
783,12,1913,northern_counties,962039,74,5,16,15,...,...,4,1,3,79,21,...,0,0,8,7,55,73,...,0
784,12,1913,central_counties,1139717,114,22,25,23,...,...,7,4,3,112,15,...,0,0,7,6,59,92,...,0
785,12,1913,southern_counties,667954,78,9,19,12,...,...,2,4,8,47,13,...,0,0,6,3,28,44,...,0
786,12,1913,urban,1221371,151,24,33,27,...,...,8,3,3,124,29,...,0,0,9,6,71,112,...,0
787,12,1913,rural,1548339,115,12,27,23,...,...,5,6,11,114,20,...,0,0,12,10,71,97,...,0
788,12,1913,class_1_cities,246546,27,7,6,5,...,...,0,0,0,23,4,...,0,0,4,0,18,26,...,0
789,12,1913,class_2_cities,260199,30,5,9,9,...,...,2,0,0,29,4,...,0,0,0,1,15,21,...,0
790,12,1913,class_3_cities,165232,23,5,4,3,...,...,3,0,1,26,5,...,0,0,1,1,6,21,...,0
791,12,1913,class_4_cities,211362,26,1,6,3,...,...,1,0,1,25,7,...,0,0,1,2,12,19,...,0
792,12,1913,class_5_cities,338032,45,6,8,7,...,...,2,3,1,21,9,...,0,0,3,2,20,25,...,0
793,1,1914,indiana,2796957,280,39,37,42,...,...,16,9,24,405,49,...,5,2,52,16,170,183,...,1
794,1,1914,northern_counties,972129,70,8,17,14,...,...,7,1,6,131,21,...,0,1,18,6,61,66,...,0
795,1,1914,central_counties,1152277,129,20,10,19,...,...,8,4,5,174,16,...,4,1,11,8,79,85,...,0
796,1,1914,southern_counties,672551,81,11,10,9,...,...,1,4,13,100,12,...,1,0,23,2,30,32,...,1
797,1,1914,urban,1246315,134,15,19,20,...,...,6,5,8,178,34,...,0,0,21,9,87,108,...,1
798,1,1914,rural,1550642,146,24,18,22,...,...,10,4,16,227,15,...,5,2,31,7,83,75,...,0
799,1,1914,class_1_cities,252994,35,5,2,4,...,...,1,0,2,41,3,...,0,0,3,3,23,34,...,0
800,1,1914,class_2_cities,267060,15,0,3,4,...,...,1,0,1,33,8,...,0,0,1,0,15,25,...,0
801,1,1914,class_3_cities,229816,19,1,3,3,...,...,3,0,2,42,15,...,0,0,2,2,11,19,...,1
802,1,1914,class_4_cities,174438,22,3,6,4,...,...,0,1,1,26,0,...,0,0,2,0,11,12,...,0
803,1,1914,class_5_cities,322007,43,6,5,5,...,...,1,4,2,36,8,...,0,0,13,4,27,18,...,0
804,2,1914,indiana,2796957,322,43,38,39,...,...,6,19,21,356,47,...,4,1,63,20,154,178,...,0
805,2,1914,northern_counties,972129,75,8,19,13,...,...,3,2,4,115,25,...,1,0,9,6,69,72,...,0
806,2,1914,central_counties,1152277,150,24,13,17,...,...,2,4,7,148,14,...,1,1,26,8,61,71,...,0
807,2,1914,southern_counties,672551,97,11,6,9,...,...,1,13,10,93,8,...,2,0,28,6,24,35,...,0
808,2,1914,urban,1246315,155,24,28,16,...,...,4,6,8,180,29,...,2,0,24,10,77,115,...,0
809,2,1914,rural,1550642,167,19,10,23,...,...,2,13,13,176,18,...,2,1,39,10,77,63,...,0
810,2,1914,class_1_cities,252994,33,10,5,2,...,...,2,0,1,47,4,...,0,0,3,1,13,26,...,0
811,2,1914,class_2_cities,267060,27,3,5,6,...,...,0,0,1,40,2,...,1,0,2,2,24,25,...,0
812,2,1914,class_3_cities,229816,29,3,7,2,...,...,0,2,2,38,18,...,0,0,6,3,14,27,...,0
813,2,1914,class_4_cities,174438,22,4,9,2,...,...,1,1,1,21,3,...,0,0,4,3,12,9,...,0
814,2,1914,class_5_cities,322007,44,4,2,4,...,...,1,3,3,34,2,...,1,0,9,1,14,28,...,0
815,3,1914,indiana,2796957,330,59,45,33,...,...,10,21,43,482,54,...,10,3,84,22,171,221,...,0
816,3,1914,northern_counties,972129,71,14,21,12,...,...,4,3,5,151,22,...,0,1,24,5,67,82,...,0
817,3,1914,central_counties,1152277,152,29,15,15,...,...,5,8,18,227,22,...,7,1,36,12,78,103,...,0
818,3,1914,southern_counties,672551,107,16,9,6,...,...,1,10,20,104,10,...,3,1,24,5,26,36,...,0
819,3,1914,urban,1246315,171,35,28,15,...,...,6,12,17,250,35,...,5,3,32,10,84,127,...,0
820,3,1914,rural,1550642,159,24,17,18,...,...,4,9,26,232,19,...,5,0,52,12,87,94,...,0
821,3,1914,class_1_cities,252994,45,13,6,5,...,...,1,3,3,59,4,...,2,1,5,6,18,21,...,0
822,3,1914,class_2_cities,267060,22,5,1,3,...,...,0,0,5,41,0,...,2,1,4,2,19,28,...,0
823,3,1914,class_3_cities,229816,24,4,2,4,...,...,2,1,2,56,17,...,0,0,7,0,13,34,...,0
824,3,1914,class_4_cities,174438,27,3,10,1,...,...,1,0,3,31,3,...,0,0,5,2,13,13,...,0
825,3,1914,class_5_cities,322007,53,10,9,2,...,...,2,8,4,63,11,...,1,1,11,0,21,31,...,0
826,4,1914,indiana,2796957,325,60,33,29,...,...,21,28,47,444,56,...,10,3,67,25,191,184,...,1
827,4,1914,northern_counties,972129,93,7,14,17,...,...,5,1,9,137,28,...,2,1,18,9,61,67,...,0
828,4,1914,central_counties,1152277,144,30,12,6,...,...,9,9,14,215,18,...,7,1,31,11,85,76,...,1
829,4,1914,southern_counties,672551,88,23,7,6,...,...,7,18,24,92,10,...,1,1,18,5,45,41,...,0
830,4,1914,urban,1246315,175,33,24,10,...,...,13,13,18,244,39,...,8,0,25,12,95,109,...,0
831,4,1914,rural,1550642,150,27,9,19,...,...,8,15,29,202,17,...,2,3,42,13,99,75,...,1
832,4,1914,class_1_cities,252994,50,12,4,0,...,...,3,4,3,56,7,...,5,0,3,2,24,17,...,0
833,4,1914,class_2_cities,267060,40,5,3,2,...,...,1,1,6,57,9,...,2,0,1,2,8,25,...,0
834,4,1914,class_3_cities,229816,24,6,6,3,...,...,2,2,3,46,13,...,0,0,4,0,19,38,...,0
835,4,1914,class_4_cities,174438,20,3,7,2,...,...,1,3,0,41,2,...,1,0,8,5,9,10,...,0
836,4,1914,class_5_cities,322007,41,7,4,3,...,...,6,3,6,44,8,...,0,0,9,3,35,19,...,0
837,5,1914,indiana,2796957,309,68,21,19,...,...,6,28,44,170,75,...,17,2,30,18,197,219,...,1
838,5,1914,northern_counties,972129,83,22,10,6,...,...,2,5,14,49,32,...,1,0,9,5,67,60,...,0
839,5,1914,central_counties,1152277,133,37,7,5,...,...,2,13,11,84,28,...,14,1,13,8,89,117,...,0
840,5,1914,southern_counties,672551,93,9,4,8,...,...,2,10,19,37,15,...,2,1,8,5,41,42,...,1
841,5,1914,urban,1246315,154,43,9,9,...,...,4,13,20,102,47,...,13,1,12,8,106,133,...,0
842,5,1914,rural,1550642,155,25,12,10,...,...,2,15,24,68,28,...,4,1,18,10,91,86,...,1
843,5,1914,class_1_cities,252994,40,12,1,1,...,...,1,6,3,24,14,...,8,0,3,1,31,34,...,0
844,5,1914,class_2_cities,267060,27,4,3,0,...,...,0,2,5,22,8,...,1,0,1,2,22,27,...,0
845,5,1914,class_3_cities,229816,29,8,1,1,...,...,1,3,1,21,13,...,0,0,1,1,14,35,...,0
846,5,1914,class_4_cities,174438,22,5,2,2,...,...,0,0,1,16,4,...,0,1,3,3,14,6,...,0
847,5,1914,class_5_cities,322007,36,14,2,5,...,...,2,2,10,19,8,...,4,0,4,1,25,31,...,0
848,6,1914,indiana,2796957,282,45,31,13,...,...,5,19,29,82,84,...,6,1,3,10,186,247,...,1
849,6,1914,northern_counties,972129,69,11,11,5,...,...,1,2,6,19,23,...,1,0,1,1,65,94,...,0
850,6,1914,central_counties,1152277,124,24,7,5,...,...,4,7,5,46,32,...,4,0,1,6,77,98,...,1
851,6,1914,southern_counties,672551,89,10,13,3,...,...,0,10,18,17,29,...,1,1,1,3,44,55,...,0
852,6,1914,urban,1246315,137,23,21,6,...,...,3,15,7,48,55,...,3,0,1,7,100,139,...,0
853,6,1914,rural,1550642,145,22,10,7,...,...,2,4,22,34,29,...,3,1,2,3,86,108,...,1
854,6,1914,class_1_cities,252994,43,11,3,0,...,...,2,5,0,17,14,...,1,0,0,1,25,33,...,0
855,6,1914,class_2_cities,267060,23,2,2,3,...,...,0,5,1,11,7,...,1,0,0,2,21,33,...,0
856,6,1914,class_3_cities,229816,21,2,3,2,...,...,1,0,0,6,19,...,0,0,0,0,14,32,...,0
857,6,1914,class_4_cities,174438,11,4,7,0,...,...,0,3,0,6,5,...,0,0,1,1,11,18,...,0
858,6,1914,class_5_cities,322007,39,4,6,1,...,...,0,2,6,8,10,...,1,0,0,3,29,23,...,0
859,7,1914,indiana,2796957,271,55,34,10,...,...,5,7,30,63,254,...,3,2,4,11,179,263,...,0
860,7,1914,northern_counties,972129,70,12,15,3,...,...,0,2,8,25,81,...,0,0,1,3,69,90,...,0
861,7,1914,central_counties,1152277,124,30,8,7,...,...,3,3,8,23,95,...,2,1,2,2,75,122,...,0
862,7,1914,southern_counties,672551,77,13,11,0,...,...,2,2,14,15,78,...,1,1,1,6,35,51,...,0
863,7,1914,urban,1246315,127,31,19,5,...,...,4,2,10,39,150,...,2,0,1,6,86,143,...,0
864,7,1914,rural,1550642,144,24,15,5,...,...,1,5,20,24,104,...,1,2,3,5,93,120,...,0
865,7,1914,class_1_cities,252994,36,14,2,2,...,...,2,0,2,9,32,...,1,0,0,1,20,36,...,0
866,7,1914,class_2_cities,267060,24,5,5,0,...,...,0,0,3,9,26,...,0,0,0,2,15,30,...,0
867,7,1914,class_3_cities,229816,19,2,4,2,...,...,0,2,2,6,46,...,0,0,0,0,13,32,...,0
868,7,1914,class_4_cities,174438,23,2,4,1,...,...,0,0,0,7,13,...,0,0,0,0,17,11,...,0
869,7,1914,class_5_cities,322007,25,8,4,0,...,...,2,0,3,8,33,...,1,0,1,3,21,34,...,0
870,8,1914,indiana,2796957,250,40,65,20,...,...,0,4,12,68,308,...,2,4,4,10,179,248,...,1
871,8,1914,northern_counties,972129,60,11,14,12,...,...,0,1,5,24,112,...,0,3,0,3,72,77,...,0
872,8,1914,central_counties,1152277,120,21,23,5,...,...,0,1,4,31,122,...,0,0,3,3,76,114,...,1
873,8,1914,southern_counties,672551,70,8,28,3,...,...,0,2,3,13,74,...,2,1,1,4,31,57,...,0
874,8,1914,urban,1246315,119,24,31,8,...,...,0,2,7,36,177,...,1,4,1,6,94,137,...,0
875,8,1914,rural,1550642,131,16,34,12,...,...,0,2,5,32,131,...,1,0,3,4,85,111,...,1
876,8,1914,class_1_cities,252994,35,4,7,2,...,...,0,1,2,12,27,...,0,0,0,1,24,36,...,0
877,8,1914,class_2_cities,267060,24,5,5,2,...,...,0,1,1,7,38,...,1,4,1,0,13,33,...,0
878,8,1914,class_3_cities,229816,15,4,4,2,...,...,0,0,2,4,43,...,0,0,0,0,12,28,...,0
879,8,1914,class_4_cities,174438,19,3,6,1,...,...,0,0,1,5,30,...,0,0,0,3,11,13,...,0
880,8,1914,class_5_cities,322007,26,8,9,1,...,...,0,0,1,8,39,...,0,0,0,2,34,27,...,0
881,9,1914,indiana,2796957,251,50,70,28,...,...,6,0,6,58,287,...,3,5,2,11,167,221,...,0
882,9,1914,northern_counties,972129,64,10,18,8,...,...,1,0,3,19,113,...,0,2,0,3,61,83,...,0
883,9,1914,central_counties,1152277,111,27,35,10,...,...,1,0,2,29,108,...,2,0,0,6,73,88,...,0
884,9,1914,southern_counties,672551,76,13,17,10,...,...,4,0,1,10,66,...,1,3,2,2,33,50,...,0
885,9,1914,urban,1246315,137,32,35,14,...,...,5,0,4,36,160,...,2,1,0,3,90,121,...,0
886,9,1914,rural,1550642,114,18,35,14,...,...,1,0,2,22,127,...,1,4,2,8,77,100,...,0
887,9,1914,class_1_cities,252994,38,8,12,0,...,...,1,0,0,11,16,...,0,0,0,2,22,19,...,0
888,9,1914,class_2_cities,267060,21,6,4,6,...,...,0,0,0,9,40,...,2,0,0,0,17,29,...,0
889,9,1914,class_3_cities,229816,19,9,5,6,...,...,0,0,0,6,38,...,0,0,0,0,13,25,...,0
890,9,1914,class_4_cities,174438,18,1,3,2,...,...,1,0,2,5,22,...,0,0,0,0,13,20,...,0
891,9,1914,class_5_cities,322007,41,8,11,0,...,...,3,0,2,5,44,...,0,1,0,1,25,28,...,0
892,10,1914,indiana,2796957,232,59,75,39,...,...,8,4,11,84,217,...,3,3,3,18,160,235,...,0
893,10,1914,northern_counties,972129,59,20,21,10,...,...,0,0,6,20,72,...,3,1,1,6,49,79,...,0
894,10,1914,central_counties,1152277,114,25,31,19,...,...,1,2,4,51,94,...,0,0,2,7,79,121,...,0
